System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
Dual AGN,ESO 432-IG006,ESO 432-IG006 SW / WISEA J084427.19-314150.8,LIRG Selection,X-ray Imaging and Spectroscopy,0.01616,same as NE,08:44:27.153,-31:41:51.01,J2000,,NED,,,,ESO 432-IG006 NE / ESO 432-IG 006 NED02,0.01616,NED,08:44:28.92,-31:41:30.1,J2000,,NED,,,,,,Torres-Alba+2018,2018A&A...620A.140T,https://doi.org/10.1051/0004-6361/201834105,Secondary names drawn from NED. Redshifts and coordinates come from NED. The SW source uses the same redshift as NE because it does not have a known redshift. This is a double radio source in VLASS.

Binary AGN Candidate,3FGL J0449.4-4350,3FGL J0449.4-4350,Quasi-Periodicity,,0.205,conflict,04:49:24.690s,-43:50:08.90,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Yang+2020,2020PASP..132d4101Y,https://doi.org/10.1088/1538-3873/ab779e

Binary AGN Candidate,PKS 0301-243,PKS 0301-243,Quasi-Periodicity,,0.266,Pita+2012,03:03:44.2,-24:07:19.2,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,0.006e-3,Zhang+2017 ; Covino+2019,2017ApJ...845...82Z ; 2019MNRAS.482.1270C,https://doi.org/10.3847/1538-4357/aa7ecd ; https://doi.org/10.1093/mnras/sty2720,First reported gama ray QSO in a blazar at 5sigma. Double check the coordinates are correct. Covino+ argue that that there is no strong case for year-long quasi-periodicities and the power spectrum is consistent with being generated by red noise.

Binary AGN Candidate,SDSS J0159+0105,SDSS J0159+0105,Photometric Periodicity,,0.217,spec,01:59:10.058,+01:05:14.53,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,0.013e-3,Zheng+2016,2016ApJ...827...56Z,https://doi.org/10.3847/0004-637X/827/1/56,Zheng+ rule out precession jet hypothesis because system is radio quiet. Optical light curves show two apparent periodicities and the balmer lines have variable intensities and profiles. SED is unusual and has an extra bright UV component that could be attributable to a binary system. 

Binary AGN Candidate / Recoil Candidate,J0437+2456,J0437+2456,SMBH Peculiar Motion,,,,04:37:03.7,+24:56:07,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Pesce+2018,2018ApJ...863..149P,https://doi.org/10.3847/1538-4357/aad3c2,

Binary AGN Candidate,PKS 0426-380,PKS 0426-380,Quasi-Periodicity,,1.11,NA,04:28:40.4242,-37:56:19.579,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Zhang+2017 ; Covino+2019,2017ApJ...842...10Z ; 2019MNRAS.482.1270C,https://doi.org/10.3847/1538-4357/aa7465 ; https://doi.org/10.1093/mnras/sty2720,They claim a 3.35yr period at 3.6sigma confidence across a baseline of about 8 years. Covino+ argue that that there is no strong case for year-long quasi-periodicities and the power spectrum is consistent with being generated by red noise.

Binary AGN Candidate,J093201.60+031858.7,SDSSJ0932+0318,Double-Peaked Optical Emission Lines,NA,0.4199,spec,09:32:01.60,+03:18:58.7,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,1.e-5,Barrows+2011,2011NewA...16..122B,https://doi.org/10.1016/j.newast.2010.08.004, Redshift comes from the barrow OIII emission line measured in Barrows+2011
Dual AGN Candidate,CXOJ142607.6+353351,CXOJ1426+35,Serendipitous / Double-Peaked Optical Emission Lines,Long-Slit Optical Spectroscopy A LOT ALOT ALOT COME BACK TO THIS,1.175,spec,14:26:07.6,+35:33:51,J2000,NA,NA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.69,5.5,Barrows+2012,2012ApJ...744....7B,https://doi.org/10.1088/0004-637X/744/1/7, Separation measured by Barrows+ is 5.5kpc ; coordinates drawn from the name used by Barrows+ but need to check what waveband and insturment they come from

Dual AGN,SDSS J171544.05+600835.7,SDSS J171544.05+600835.7,Double-Peak Optical Emission Lines,,0.1569,spec,17:15:44.05,+60:08:35.7,J2000,Optical,SDSS,,,,SDSS J171544.05+600835.7,-99,-99,-99,-99,J2000,-99,-99,,,,0.68,,Comerford+2011,2011ApJ...737L..19C,https://doi.org/10.1088/2041-8205/737/1/L19,Individual redshifts not listed but velocity offset is listed as 350 km per s. Need to ask Julie if she has distinct coordinates for X-ray sources.

Dual AGN,IRAS 20210+1121,I20210N,Serendipitous / X-ray Selected,X-ray Imaging and Spectroscopy,0.056,spec,20:23:25.04,+11:31:47.7,J2000,0.3-10 keV,XMM-Newton,,,,I20210S,0.056,spec,20:23:25.35,+11:31:30,J2000,0.3-10 keV,XMM-Newton,,,,,11,Piconcelli+2010 ; Imanishi+2014,2010ApJ...722L.147P ; 2014ApJ...780..106I,https://doi.org/10.1088/2041-8205/722/2/L147 ; https://doi.org/10.1088/0004-637X/780/1/106,Pair of obscured AGNs with projected separations 11kpc. Imanishi+ note that only one nucleus is selected as an IR AGN using their near-IR color criteria.

Dual AGN,J09527.62+255257.2,J0952+2552,Double-Peaked Optical Emission Lines,,0.33810,spec,09:52:7.62,+25:52:57.2,J2000,Optical,SDSS,,,,J0952+2552,0.33974,spec,,,J2000,,,,,,1.0,,McGurk+2011,2011ApJ...738L...2M,https://doi.org/10.1088/2041-8205/738/1/L2,Coordinatesa are not listed in McGurk but check Fu+ and Rosario+ papers ; Redshifts are for the main and companion respectively ; Separation given in McGurk. Listed coordinates come from the SDSS designation.

Binary AGN Candidate,PG 1302-2102,PG 1302-2102,Optical Periodicity,,0.2784,spec,13:05:33.0150535680,-10:33:19.430383680,J2000,Optical,GAIA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,0.01,Graham+2015a ; D'Orazio+2015 ; Charisi+2015 ; Kun+2015 ; Jun+2015 ; Vaughan+2015 ; Mohan+2016 ; Liu+2018 ; Kovacevic+2019,2015Natur.518...74G ; 2015MNRAS.452.2540D ; 2015MNRAS.454L..21C ; 2015MNRAS.454.1290K ; 2015ApJ...814L..12J ; 2016MNRAS.463.1812M ; 2016MNRAS.461.3145V; 2018ApJ...859L..12L ; 2019ApJ...871...32K,https://doi.org/10.1038/nature14143 ; https://doi:10.1093/mnras/stv1457 ; https://doi:10.1093/mnrasl/slv111 ; https://doi:10.1093/mnras/stv2049 ; https://doi:10.1088/2041-8205/814/1/L12 ; https://doi.org/10.1093/mnras/stw1412; https://doi:10.1093/mnras/stw2154 ; https://doi:10.3847/2041-8213/aac2ed ; https://doi:10.3847/1538-4357/aaf731,Graham+2015 identified based on optical variability in CRTS. Physical separation is an upper limit. D'Orazio+2015 argue that the period is likely smaller by a factor of 3-8 times and could therefore be in the GW regime. Charisi+2015 search for secondary periods in the periodogram but find no secondary peaks (they state the current data would only allow the detection of a secondary peak if it was equal in amplitude to the primary peak). Charisi+2015 bring up that the false alarm probability needs to be assessed in the context of the full CRTS sample which has not yet been done (i.e. needs to account for look elsewhere effect). Kun+2015 identifies complex pc-to-kpc radio jet structures that could be compatible with the binary scenario envisaged by Graham+. Jun+2015 analyzed the 3.4 and 4.6 um light curves and revealed a time lag between the mid-IR and optical. MOhan+2016 develop a model formalism for the radio jet structure and propose an intense follow-up campaign. Kovacevic+2019 proposes a binary model in which a perturbation due to a cold spot is responsible for the result found by Liu+2018 and provides predictions on the variability for future observations. D'orazio+2017 (not cited here) develops IR model that reproduces (with some caveats) what was found by Jun+2015. Vaughan+2016 show that this system's behavior can be reproduced by red noise.

Binary AGN Candidate (Highly unlikely),1ES 2321+419,1ES 2321+419,Periodicity,,0.059,spec,23:23:52.0756006920,+42:10:58.553658012,J2000,Optical,GAIA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Rani+2009,2009ApJ...696.2170R,https://doi.org/10.1088/0004-637X/696/2/2170,Rani+ brings up the binary hypothesis for the periodicity but essentially dismisses it as a unlikely explanation

Dual AGN,LBQS 0302-0019,LBQS 0302-0019 (QSO),Serendipitous / MUSE Imaging,MUSE Imaging and Spectroscopy,3.2859,spec,RA,DEC,J2000,MUSE Imaging,MUSE,,,,Jil,3.2859,spec,03:04:50.03,-00:08:12.5,J2000,MUSE Imaging,MUSE,,,,2.9,,Husemann+2018 ; Husemann+2018b ; Frey+2018 ,2018A&A...610L...7H ; 2018A&A...614L...2H ; 2018RNAAS...2...49F,https://doi.org/10.1051/0004-6361/201732457 ; https://doi.org/10.1051/0004-6361/201833363 ; https://doi.org/10.3847/2515-5172/aab9c0,Grab MUSE imaging wavelength range and grab coordinates to primary quasar. Second Husemann paper shows host galaxy of secondary AGN. Frey+2018 shows only the major QSO is detected in radio.

Binary AGN Candidate,PKS 2247-131,PKS 2247-131,Quasi-Periodicity,,0.22,spec,22:49:59.6125,-12:51:16.825,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Zhou+2018,2018NatCo...9.4599Z,https://doi.org/10.1038/s41467-018-07103-2,Coordinates listed in Zhou+ but source not specified. Redshift derived from spectroscopic observations.

Binary AGN Candidate,NGC7674 (Mrk 533),NGC7674 Eastern C1,N/A,N/A,0.029447,spec,23:27:56.70060,08:46:44.2120800,J2000,15 GHz,EVLA,0.9,mJy (total),15.4 GHz,NGC7674 C2 Western,0.029447,spec,23:27:56.70055s,08:46:44.2121300,J2000,15 GHz,EVLA,0.9,mJy (total),15.4 GHz,0.65e-3,0.35e-3,Kharb+2017,2017NatAs...1..727K,https://doi.org/10.1038/s41550-017-0256-4,spec-z comes from simbad

Binary AGN Candidate,KISSR 102,KISSR 102 N1-A,Offset Optical Emission Lines / Tentative Double-Peaked Emission Lines / Radio Imaging,,0.066320,spec,12:41:35.1,+28:50:36,J2000,Radio,VLA (Simbad),,,,KISSR 102 N1-B,0.066320,spec,NA,NA,J2000,,,,,,NA,4.8e-3,Kharb+2020,2020ApJ...890...40K,https://doi.org/10.3847/1538-4357/ab6a09,Comerford+2014 who originally selected this as a kinematically offset AGN. Separation in arcseconds is not listed. Coordinates are not listed. Note: we list the coordinates for the first object using the Simbad radio coordinates but no coordinates are available for the second sourec; we leave this blank. Kharb+ discuss the possibility that the binary was hardened by a third SMBH which was slungshot out and now resides in the second nucleus but this cannot be true; you would not expect a second bright nucleus in this case if the third is quiescent. A relatistic jet cannot be ruled out. Both of the detected radio sources (separated by 4.8 pc) are in the N1 nucleus. 

Recoiling AGN Candidate,CXO J101527.2+625911,CXO J101527.2+625911,Optical Imaging and Spectroscopic Analysis / Cross Comparison to X-ray Source Positions,,0.3504,spec,10:15:27.260,+62:59:11.59,J2000,,NED,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.26,1.26,Kim+2017,2017ApJ...840...71K,https://doi.org/10.3847/1538-4357/aa6030,Coordinates pulled from NED The separations quoted here are for the spatial offset between the AGN and the nucleus of the galaxy. Selection strategy is complex and will need to come back and fix it up later. Source is spatially offset as well as kinematically offset (the emission lines are offset from galaxy). They state this could also be a dual but discount that scenario.

Recoiling AGN Candidate,Mrk 1018,Mrk 1018,Time Varying Offset Spectroscopic Emission Lines,,0.04296,spec,02:06:15.9896281128,-00:17:29.221733688,J2000,Optical,Simbad,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Kim+2018,2018ApJ...861...51K,https://doi.org/10.3847/1538-4357/aac77d,Spec-z and coordinates from Simbad

Binary AGN Candidate,PSO J334.2028+01.4075 (FBQS J221648.7+012427),PSO J334.2028+01.4075,Color Selection / Periodicity,,2.071071,spec,22:16:48.6855991968,+01:24:26.675677080,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,0.006e-3,Liu+2015 ; Liu+2016 ; Foord+2017 ; Mooley+2018,2015ApJ...803L..16L ; 2016ApJ...833....6L ; 2017ApJ...851..106F ; 2018MNRAS.473.1388M,https://doi.org/10.1088/2041-8205/803/2/L16 ; https://doi.org/10.3847/0004-637X/833/1/6 ; https://doi.org/10.3847/1538-4357/aa9a39; https://doi.org/10.1093/mnras/stx2447,Redshift comes from latest SDSS release. Liu+2016 followed up with additional baseline info for this target and two others selected from MD09 and find that this system is not consistent with the previously proposed simple sinusoidal model across a baseline of 5-12 years. Mooley+ examined VLA and VLBA imaging to study the pc-to-kpc scale structure. Two sources in VLBA one being the core and the other likely being a component ejected from the core. Vaughan+ briefly discuss this and argue that the short period from Liu+'s original paper is not trustworthy. Foord+ examine X-rays and multiwavelength properties and find no evidence for the bonary hypothesis.

Dual AGN,GQ 1114+1549AB,GQ 1114+1549A,Optical data / NIR photometry / astrometry,Serendipitous spectroscopy and follow-up spectroscopy,1.76,spec,11:14:34.26,+15:49:44.80,J2000,,,,,,GQ 1114+1549B,1.76,spec,11:14:33.77,+15:49:49.8,J2000,,,,,,8.76,,Altamura+2020,2020AJ....159..122A,https://doi.org/10.3847/1538-3881/ab6e67,Coordinates of primary come from Heintz+2018a. Separation based on SDSS imaging. Double check for individual redshifts in any follow-up papers

Binary AGN Candidate (Single AGN),LGGS J004527.30+413254.3,J0045+41,Optical Variability,Rejected by Barth+2018,0.215,spec,00:45:27.30,+41:32:54.31,J2000,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Dorn-Wallenstein+2017 ; Barth+2018,2017ApJ...850...86D ; 2018ApJ...859...10B,https://doi.org/10.3847/1538-4357/aa9329 ; https://doi.org/10.3847/1538-4357/aab3c5,Barth+2018 rigorously evaluates and refutes the findings of DW+2017. This si clearly not a binary SMBH but is being included for completeness of the literature.

(%)Dual AGN,SDSS J113502.03-022110.9 - SDSS J113502.50-022120.1,SDSS J113502.03-022110.9 (QSO 1),Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical IFU Spectroscopy / Optical IFU Imaging,3:020,spec,11:35:02.030,-02:21:10.93,J2000,Optical,SDSS,,,,SDSS J113502.50-022120.1 (QSO 2),3:008,spec,11:35:02.500,-02:21:20.14,J2000,Optical,SDSS,,,,11.6,,Arrigoni Battaia+2019,2019A&A...631A..18A,https://doi.org/10.1051/0004-6361/201936211,Dual quasar selected from the Paris+ SDSS quasar catalog

Dual Quasar,J2142-4420,J214225.78-442018.3 (QSO1),MUSE Imaging and Spectroscopy / X-SHOOTER Spectroscopy / FIRE Spectroscopy,MUSE Imaging and Spectroscopy / X-SHOOTER Spectroscopy / FIRE Spectroscopy,3.221,spec,21:42:25.78,-44:20:18.3,J2000,Optical,MUSE,,,,J214222.17-441929.8 (QSO2),3.229,spec,21:42:22.17,-44:19:29.8,J2000,Optical,MUSE,,,,60,300,Lusso+2019,2019MNRAS.485L..62L,https://doi.org/10.1093/mnrasl/slz032,Separation is approximate (Lusso+ quote ~1 arcmin and ~300kpc at z~3)

(%)Dual Quasar,ELAN0101+0201,ELAN0101+0201 Q1,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical IFU Spectroscopy,2.4521,spec,01:01:16.54,+02:01:57.4,J2000,Optical,Keck Cosmic Web Imager (KCWI),,,,ELAN0101+0201 Q2,2.4513,spec,01:01:16.85,+02:01:49.8,J2000,Optical,Keck Cosmic Web Imager (KCWI),,,,,,Cai+2018,2018ApJ...861L...3C,https://doi.org/10.3847/2041-8213/aacce6,Redshifts determined via Ly-alpha for Q2 and MgII for Q1. Possible third AGN in this system but not confirmed yet. Will need to measure separation directly as I don't see it in the paper.

Dual Quasar,UM 287,UM 287a,Narrow-Band Imaging / Broad-Band Imaging,Narrow-Band Imaging / Broad-Band Imaging / Long-Slit Optical Spectroscopy,2.26713,spec,00:52:02.399,+01:01:29.31,J2000,Optical,SDSS,,,,UM 287b,-99,-99,00:52:03.26,+01:01:08.6,J2000,Radio,FIRST,-99,-99,-99,24.3,,Cantalupo+2014,2014Natur.506...63C,https://doi.org/10.1038/nature12898,Need to ask for redshift of second object.

Dual AGN Candidate,J012218.11+010025.7,J0122+0100 NW,Mid-IR Colors / X-ray Imaging,,,spec,01:22:17.555,+01:00:27.341,J2000,X-ray,Chandra,,,,J0122+0100 SE,,,01:22:18.083,+01:00:24.723,J2000,X-ray,Chandra,,,,,,Satyapal+2017 ; Pfeifle+2019a,2017ApJ...848..126S ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.3847/1538-4357/ab07bc,
Dual AGN Candidate,J084135.08+010156.2,J0841+0101 E ,Mid-IR Colors / X-ray Imaging,,,spec,08:41:35.054,+01:01:56.05,J2000,X-ray,Chandra,,,,J0841+0101 W,,,08:41:34.775,+01:01:54.690,J2000,X-ray,Chandra,,,,,,Satyapal+2017 ; Pfeifle+2019a,2017ApJ...848..126S ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.3847/1538-4357/ab07bc,
Dual AGN Candidate,J085953.33+131055.3,J0859+1310 NE,Mid-IR Colors / X-ray Imaging,,,spec,08:59:53.299,+13:10:55.03,J2000,X-ray,Chandra,,,,,J0859+1310,,,,,J2000,,,,,,,Satyapal+2017 ; Pfeifle+2019a,2017ApJ...848..126S ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.3847/1538-4357/ab07bc,
Dual AGN Candidate,J090547.34+374738.2,J0905+3747 NE,Mid-IR Colors / X-ray Imaging,,,spec,09:05:47.374,+37:47:37.88,J2000,X-ray,Chandra,,,,,J0905+3747,,,,,J2000,,,,,,,Satyapal+2017 ; Pfeifle+2019a,2017ApJ...848..126S ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.3847/1538-4357/ab07bc,
